id,model_year,model_type,mileage,condition,sale_price,sale_date,source
y03134,1990,911,104000,Fair,123000,2022-04-21,https://bringatrailer.com/listing/1990-porsche-911-carrera-2-coupe-4/
y03135,1983,911,49000,Fair,141000,2022-04-21,https://bringatrailer.com/listing/1983-porsche-911-turbo-2/
y03136,2018,911,6000,Fair,252500,2022-04-21,https://bringatrailer.com/listing/2018-porsche-gt3-touring-23/
y03137,2013,911,120000,Fair,29503,2022-04-21,https://bringatrailer.com/listing/2013-porsche-cayenne-gts-19/
y03138,1983,944,87000,Fair,18250,2022-04-21,https://bringatrailer.com/listing/1983-porsche-944-83/
y03139,2002,Boxster,31000,Fair,24250,2022-04-21,https://bringatrailer.com/listing/2002-porsche-boxster-s-87/
y03140,2004,911,34000,Fair,65852,2022-04-21,https://bringatrailer.com/listing/2004-porsche-911-turbo-25/
y03141,2008,911,8000,Fair,140997,2022-04-21,https://bringatrailer.com/listing/2008-porsche-911-turbo-coupe-4/
y03142,1997,911,21000,Fair,72493,2022-04-21,https://bringatrailer.com/listing/1997-porsche-911-carrera-cabriolet-58/
y03143,2016,911,7200,Excellent,218000,2022-04-22,https://bringatrailer.com/listing/2016-porsche-911-gt3-rs-2/
y03144,1976,914,44000,Fair,28000,2022-04-22,https://bringatrailer.com/listing/1976-porsche-914-50/
y03145,1988,911,89000,Fair,84500,2022-04-22,https://bringatrailer.com/listing/1988-porsche-911-carrera-cabriolet-42/
y03146,1991,911,84000,Fair,92964,2022-04-22,https://bringatrailer.com/listing/1991-porsche-911-carrera-2-58/
y03147,1960,356,50,Fair,260000,2022-04-22,https://bringatrailer.com/listing/1960-porsche-356b-roadster-15/
y03148,2005,911,88000,Fair,47021,2022-04-22,https://bringatrailer.com/listing/2005-porsche-911-carrera-coupe-2/
y03149,2004,911,95000,Fair,27250,2022-04-22,https://bringatrailer.com/listing/2004-porsche-911-cab-2-manual/
y03150,2013,911,24000,Fair,78500,2022-04-22,https://bringatrailer.com/listing/2013-porsche-911-carrara-4s-22/
y03151,1998,Boxster,19000,Fair,16250,2022-04-22,https://bringatrailer.com/listing/1998-porsche-boxster-59/
y03152,2007,911,38000,Fair,105000,2022-04-22,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-12/
y03153,1999,911,36000,Fair,32500,2022-04-22,https://bringatrailer.com/listing/1999-porsche-911-carrera-282/
y03154,2019,911,4600,Fair,265000,2022-04-23,https://bringatrailer.com/listing/2019-porsche-gt3-rs-weissach-39/
y03155,2002,911,51000,Fair,38250,2022-04-23,https://bringatrailer.com/listing/2002-porsche-911-carrera-4s-60/
y03156,1999,Boxster,43000,Fair,17000,2022-04-23,https://bringatrailer.com/listing/1999-porsche-boxster-103/
y03157,2009,911,59000,Fair,43500,2022-04-23,https://bringatrailer.com/listing/2009-porsche-911-carrera-s-cabriolet-29/
y03158,2003,911,14000,Fair,102100,2022-04-23,https://bringatrailer.com/listing/2003-porsche-911-turbo-113/
y03159,1994,911,33000,Excellent,415000,2022-04-24,https://bringatrailer.com/listing/1994-porsche-911-turbo/
y03160,1987,911,40000,Fair,152000,2022-04-24,https://bringatrailer.com/listing/1987-porsche-911-turbo-89/
y03161,2015,911,15000,Fair,80500,2022-04-24,https://bringatrailer.com/listing/2015-porsche-911-carrera-s-cabriolet/
y03162,1995,968,89000,Fair,37000,2022-04-24,https://bringatrailer.com/listing/1995-porsche-968-15/
y03163,2016,911,32000,Fair,84000,2022-04-24,https://bringatrailer.com/listing/2016-porsche-911-carrera-s-3/
y03164,1982,911,8000,Fair,215000,2022-04-24,https://bringatrailer.com/listing/1982-porsche-1982-porsche-911-rsr-style-backdate-3-8-efi/
y03165,1990,944,14000,Fair,36000,2022-04-24,https://bringatrailer.com/listing/1990-porsche-944-s2-cabriolet-69/
y03166,1964,356,82000,Fair,80000,2022-04-24,https://bringatrailer.com/listing/1964-porsche-356c-48/
y03167,1999,911,54000,Fair,35500,2022-04-24,https://bringatrailer.com/listing/1999-porsche-911-carrera-280/
y03168,1998,911,45000,Fair,96993,2022-04-25,https://bringatrailer.com/listing/1998-porsche-911-carrera-targa/
y03169,1972,914,86000,Fair,21000,2022-04-25,https://bringatrailer.com/listing/1972-porsche-914-60/
y03170,1963,911,2200,Excellent,275000,2022-04-25,https://bringatrailer.com/listing/1963-gillig-bus-porsche-hauler-2/
y03171,2011,911,48000,Fair,99000,2022-04-25,https://bringatrailer.com/listing/2011-porsche-911-turbo-s-coupe-3/
y03172,1996,911,46000,Fair,225000,2022-04-25,https://bringatrailer.com/listing/1995-porsche-911-turbo-3/
y03173,1984,928,63000,Fair,35600,2022-04-25,https://bringatrailer.com/listing/1984-porsche-928s-56/
y03174,1997,911,161000,Fair,77993,2022-04-25,https://bringatrailer.com/listing/1997-porsche-911-carrera-coupe-3/
y03175,1968,912,84000,Fair,50000,2022-04-25,https://bringatrailer.com/listing/1968-porsche-912-93/
y03176,1998,911,30000,Fair,177500,2022-04-25,https://bringatrailer.com/listing/1998-porsche-911-carrera-4s-8/
y03177,2019,911,9000,Fair,160000,2022-04-26,https://bringatrailer.com/listing/2019-porsche-911-gts-7/
y03178,2003,911,78000,Fair,24500,2022-04-26,https://bringatrailer.com/listing/2003-porsche-911-carrera-70/
y03179,1986,911,144000,Fair,53411,2022-04-26,https://bringatrailer.com/listing/1986-porsche-911-carrera-coupe-5/
y03180,2002,911,58000,Fair,55000,2022-04-26,https://bringatrailer.com/listing/2002-porsche-911-turbo-144/
y03181,2007,911,70000,Fair,70000,2022-04-26,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-13/
y03182,2004,911,62000,Fair,51996,2022-04-26,https://bringatrailer.com/listing/2004-porsche-911-40th-anniversary-67/
y03183,2009,911,47000,Fair,57000,2022-04-26,https://bringatrailer.com/listing/2009-porsche-911-carrera-s-coupe-3/
y03184,2022,911,830,Fair,225000,2022-04-26,https://bringatrailer.com/listing/2022-porsche-911-targa-4s-3/
y03185,2017,911,5000,Fair,181727,2022-04-26,https://bringatrailer.com/listing/2017-porsche-911-turbo-s-coupe-16/
y03186,1983,911,8000,Fair,165000,2022-04-26,https://bringatrailer.com/listing/1983-porsche-911sc-80/
y03187,1986,944,55000,Fair,22000,2022-04-27,https://bringatrailer.com/listing/1986-porsche-944-turbo-212/
y03188,1970,911,27000,Fair,127500,2022-04-27,https://bringatrailer.com/listing/1970-porsche-911t-42/
y03189,2018,911,2000,Fair,208000,2022-04-27,https://bringatrailer.com/listing/2018-porsche-911-gt3-4/
y03190,1963,356,61000,Fair,155000,2022-04-27,https://bringatrailer.com/listing/1963-porsche-356b-1600-super-coupe-3/
y03191,,911,,Fair,5000,2022-04-27,https://bringatrailer.com/listing/porsche-illuminated-sign/
y03192,1985,911,93000,Fair,47750,2022-04-27,https://bringatrailer.com/listing/1985-porsche-911-carrera-cabriolet-4/
y03193,2014,911,18000,Fair,152000,2022-04-27,https://bringatrailer.com/listing/2014-porsche-911-turbo-s-31/
y03194,2006,Boxster,48000,Fair,19300,2022-04-27,https://bringatrailer.com/listing/2006-porsche-boxster-21/
y03195,2016,Cayman,18000,Fair,95500,2022-04-27,https://bringatrailer.com/listing/2016-porsche-cayman-gt4-99/
y03196,1991,911,112000,Fair,93000,2022-04-28,https://bringatrailer.com/listing/1991-porsche-911-carrera-2-targa-3/
y03197,2017,Cayman,4000,Fair,73000,2022-04-28,https://bringatrailer.com/listing/2017-porsche-718-cayman-3/
y03198,2014,911,48000,Fair,66000,2022-04-28,https://bringatrailer.com/listing/2014-porsche-panamera-turbo-s/
y03199,1974,911,3200,Fair,146000,2022-04-28,https://bringatrailer.com/listing/1974-porsche-911-2-7-carerra/
y03200,2002,Boxster,25000,Fair,23500,2022-04-28,https://bringatrailer.com/listing/2002-porsche-boxster-s-85/
y03201,1983,944,25000,Fair,14250,2022-04-28,https://bringatrailer.com/listing/1983-porsche-944-86/
y03202,2010,911,38000,Fair,83000,2022-04-28,https://bringatrailer.com/listing/2010-porsche-911-carrera-4s-10-2/
y03203,2014,911,13000,Fair,114000,2022-04-29,https://bringatrailer.com/listing/2014-porsche-911-targa-4s-3/
y03204,2021,911,5000,Fair,176000,2022-04-29,https://bringatrailer.com/listing/2021-porsche-taycan-turbo/
y03205,2008,911,15000,Fair,68911,2022-04-29,https://bringatrailer.com/listing/2008-porsche-911-carrera-s-cabriolet-26/
y03206,2018,911,16000,Fair,124500,2022-04-29,https://bringatrailer.com/listing/2018-porsche-911-gts-21/
y03207,2004,911,49000,Fair,61000,2022-04-29,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-84/
y03208,1960,356,42000,Fair,187000,2022-04-29,https://bringatrailer.com/listing/1960-porsche-356b-roadster-13/
y03209,1997,911,28000,Fair,236000,2022-04-29,https://bringatrailer.com/listing/1997-porsche-911-carrera-s-coupe-3/
y03210,2003,911,67000,Fair,57500,2022-04-29,https://bringatrailer.com/listing/2003-porsche-911-turbo-117/
y03211,1999,911,61000,Fair,40250,2022-04-29,https://bringatrailer.com/listing/1999-porsche-911-carrera-277/
y03212,2007,911,58000,Fair,91000,2022-04-30,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-5/
y03213,1968,912,3000,Fair,8000,2022-04-30,https://bringatrailer.com/listing/1968-porsche-912-92/
y03214,1999,911,63000,Fair,29251,2022-04-30,https://bringatrailer.com/listing/1999-porsche-911-carrera-4-47/
y03215,2016,Cayman,4800,Fair,66501,2022-04-30,https://bringatrailer.com/listing/2016-porsche-cayman-s-7/
y03216,2007,Cayman,51000,Fair,37000,2022-04-30,https://bringatrailer.com/listing/2007-porsche-cayman-s-62/
y03217,2019,911,4600,Fair,269999,2022-04-30,https://bringatrailer.com/listing/2019-porsche-911-gt3-rs-weissach-7/
y03218,2000,911,34000,Fair,43000,2022-05-01,https://bringatrailer.com/listing/2000-porsche-911-carrera-184/
y03219,2003,911,92000,Fair,37500,2022-05-01,https://bringatrailer.com/listing/2003-porsche-911-carrera-targa-4/
y03220,2020,911,7000,Fair,165000,2022-05-01,https://bringatrailer.com/listing/2020-porsche-911-carrera-4s-coupe/
y03221,,911,,Fair,22700,2022-05-01,https://bringatrailer.com/listing/illuminated-porsche-dealership-sign/
y03222,2004,911,20000,Fair,64000,2022-05-01,https://bringatrailer.com/listing/2004-porsche-911-turbo-24/
y03223,2003,Boxster,67000,Fair,16250,2022-05-01,https://bringatrailer.com/listing/2003-porsche-boxster-46/
y03224,2001,911,25000,Fair,67000,2022-05-02,https://bringatrailer.com/listing/2001-porsche-911-turbo-129/
y03225,2009,911,35000,Fair,61000,2022-05-02,https://bringatrailer.com/listing/2009-porsche-911-carrera-4s-coupe-2/
y03226,1978,930,71000,Fair,114930,2022-05-02,https://bringatrailer.com/listing/1978-porsche-930-turbo-27/
y03227,2012,911,6000,Fair,119000,2022-05-02,https://bringatrailer.com/listing/2012-porsche-911-carrera-gts-24/
y03228,2004,911,47000,Fair,43000,2022-05-02,https://bringatrailer.com/listing/2004-porsche-911-carrera-4s-86/
y03229,1997,Boxster,51000,Fair,15250,2022-05-02,https://bringatrailer.com/listing/1997-porsche-boxster-55/
y03230,1996,911,121000,Fair,67000,2022-05-02,https://bringatrailer.com/listing/1996-porsche-911-carrera-4-coupe-5/
y03231,1981,928,71000,Fair,23500,2022-05-02,https://bringatrailer.com/listing/1981-porsche-928s-euro/
y03232,1977,911,115000,Fair,42388,2022-05-02,https://bringatrailer.com/listing/1977-porsche-911s-targa-40/
y03233,1999,911,51000,Fair,31350,2022-05-02,https://bringatrailer.com/listing/1999-porsche-911-carrera-287/
y03234,1987,928,36000,Fair,102000,2022-05-03,https://bringatrailer.com/listing/1987-porsche-928-s4-109/
y03235,2011,911,4000,Fair,132000,2022-05-03,https://bringatrailer.com/listing/2011-porsche-911-turbo-s-cabriolet-2/
y03236,1997,911,31000,Fair,146000,2022-05-03,https://bringatrailer.com/listing/1997-porsche-911-carrera-4s-52/
y03237,2000,Boxster,51000,Fair,29986,2022-05-03,https://bringatrailer.com/listing/2000-porsche-boxster-s-83/
y03238,2022,911,340,Fair,212000,2022-05-03,https://bringatrailer.com/listing/2022-porsche-911-targa-4s/
y03239,2001,911,61000,Fair,28379,2022-05-03,https://bringatrailer.com/listing/2001-porsche-911-carrera-89/
y03240,1995,911,56000,Fair,60993,2022-05-03,https://bringatrailer.com/listing/1995-porsche-911-carrera-4-cabriolet-14/
y03241,1985,911,10000,Fair,198000,2022-05-04,https://bringatrailer.com/listing/1985-porsche-911-carrera-coupe-4/
y03242,1973,911,54000,Fair,214412,2022-05-04,https://bringatrailer.com/listing/1973-porsche-911s-coupe-7/
y03243,2003,911,177000,Fair,25000,2022-05-04,https://bringatrailer.com/listing/2003-porsche-911-carrera-68/
y03244,1988,911,124000,Fair,81000,2022-05-04,https://bringatrailer.com/listing/1988-porsche-911-carrera-coupe-2/
y03245,2018,911,12000,Fair,183000,2022-05-05,https://bringatrailer.com/listing/2018-porsche-911-gt3-7/
y03246,2004,Boxster,30000,Fair,23750,2022-05-05,https://bringatrailer.com/listing/2004-porsche-boxster-s-550-anniversary-edition-3/
y03247,2009,911,28000,Fair,64500,2022-05-05,https://bringatrailer.com/listing/2009-porsche-911-carrera-s-coupe-2/
y03248,2007,911,66000,Fair,45000,2022-05-05,https://bringatrailer.com/listing/2007-porsche-911-carrera-s-cabriolet-13/
y03249,1992,968,83000,Fair,29968,2022-05-05,https://bringatrailer.com/listing/1992-porsche-968-coupe-29/
y03250,2001,911,113000,Fair,22850,2022-05-05,https://bringatrailer.com/listing/2001-porsche-911-carrera-87/
y03251,1997,911,67000,Fair,77000,2022-05-06,https://bringatrailer.com/listing/1997-porsche-911-carrera-coupe-6/
y03252,1967,912,13000,Fair,66000,2022-05-06,https://bringatrailer.com/listing/1967-porsche-912-coupe-35/
y03253,1973,914,12000,Fair,32914,2022-05-06,https://bringatrailer.com/listing/1973-porsche-914-1-8-6/
y03254,1990,911,42000,Fair,90000,2022-05-06,https://bringatrailer.com/listing/1990-porsche-911-carrera-2-cabriolet/
y03255,1985,911,45000,Fair,105000,2022-05-06,https://bringatrailer.com/listing/1985-porsche-930-turbo-27/
y03256,2016,Cayman,11000,Fair,112000,2022-05-06,https://bringatrailer.com/listing/2016-porsche-cayman-gt4-98/
y03257,2004,911,51000,Fair,23500,2022-05-06,https://bringatrailer.com/listing/2004-porsche-cayenne-turbo-19/
y03258,1986,928,76000,Fair,25000,2022-05-06,https://bringatrailer.com/listing/1986-porsche-928s-77/
y03259,2001,911,28000,Fair,70000,2022-05-06,https://bringatrailer.com/listing/2001-porsche-911-turbo-188/
y03260,2017,911,24000,Fair,132000,2022-05-06,https://bringatrailer.com/listing/2017-porsche-911-targa-4s-cabriolet-3/
y03261,1990,911,78000,Fair,93500,2022-05-07,https://bringatrailer.com/listing/1990-porsche-911-carrera-4-coupe/
y03262,1991,911,46000,Fair,250000,2022-05-07,https://bringatrailer.com/listing/1991-porsche-964-911-turbo/
y03263,1976,914,34000,Fair,16000,2022-05-07,https://bringatrailer.com/listing/1976-porsche-914-52/
y03264,2003,911,47000,Fair,68000,2022-05-07,https://bringatrailer.com/listing/2003-porsche-911-turbo-115/
y03265,2004,Boxster,57000,Fair,27986,2022-05-07,https://bringatrailer.com/listing/2004-porsche-boxster-s-29/
y03266,2016,911,5000,Fair,152000,2022-05-07,https://bringatrailer.com/listing/2016-porsche-911-carrera-targa-4s-5/
y03267,2010,911,36000,Fair,64000,2022-05-08,https://bringatrailer.com/listing/2010-porsche-911-carrera-4s-coupe-3/
y03268,1990,944,80000,Fair,22069,2022-05-08,https://bringatrailer.com/listing/1999-porsche-944-s2-cabriolet/
y03269,2008,911,34000,Fair,104997,2022-05-08,https://bringatrailer.com/listing/2008-porsche-911-turbo-coupe/
y03270,,911,,Fair,10750,2022-05-08,https://bringatrailer.com/listing/porsche-rothmans-illuminated-sign/
y03271,2003,911,34000,Fair,31813,2022-05-08,https://bringatrailer.com/listing/2003-porsche-911-carrera-66/
y03272,,911,,Fair,14700,2022-05-08,https://bringatrailer.com/listing/porsche-letter-illuminated-sign/
y03273,2006,Cayman,114000,Fair,24501,2022-05-08,https://bringatrailer.com/listing/2006-porsche-cayman-s-141/
y03274,2000,911,35000,Fair,34750,2022-05-08,https://bringatrailer.com/listing/2000-porsche-911-carrera-176/
y03275,2007,911,45000,Fair,126000,2022-05-09,https://bringatrailer.com/listing/2007-porsche-911-gt3-49/
y03276,,356,,Fair,4500,2022-05-09,https://bringatrailer.com/listing/356-porsche-speedster-doors/
y03277,2009,911,55000,Fair,46500,2022-05-09,https://bringatrailer.com/listing/2009-porsche-911-carrera-coupe/
y03278,2008,911,93000,Fair,22000,2022-05-09,https://bringatrailer.com/listing/2008-porsche-cayenne-gts-36/
y03279,2008,911,5000,Fair,81000,2022-05-09,https://bringatrailer.com/listing/2008-porsche-911-carrera-4s-cabriolet/
y03280,2010,911,38000,Fair,94500,2022-05-09,https://bringatrailer.com/listing/2010-porsche-911-turbo-coupe-5/
y03281,2005,911,97000,Fair,60500,2022-05-09,https://bringatrailer.com/listing/2005-porsche-911-turbo-s-74/
y03282,2014,911,25000,Fair,140000,2022-05-09,https://bringatrailer.com/listing/2014-porsche-911-turbo-s-30/
y03283,2002,911,16000,Fair,120000,2022-05-10,https://bringatrailer.com/listing/2002-porsche-911-turbo-145/
y03284,2000,911,86000,Fair,22500,2022-05-10,https://bringatrailer.com/listing/2000-porsche-911-carrera-183/
y03285,2007,911,4100,Fair,158888,2022-05-10,https://bringatrailer.com/listing/2007-porsche-911-turbo-coupe-11/
y03286,2006,Cayman,13000,Fair,40500,2022-05-10,https://bringatrailer.com/listing/2006-porsche-cayman-s-143/
y03287,2003,911,69000,Fair,32500,2022-05-10,https://bringatrailer.com/listing/2003-porsche-911-carrera-69/
y03288,2018,911,7000,Fair,197991,2022-05-10,https://bringatrailer.com/listing/2018-porsche-911-gt3-6/
y03289,2001,Boxster,50000,Fair,18500,2022-05-10,https://bringatrailer.com/listing/2001-porsche-boxster-s-93/
y03290,2013,911,31000,Fair,47000,2022-05-10,https://bringatrailer.com/listing/2013-porsche-cayenne-gts-20/
y03291,2006,911,31000,Fair,54500,2022-05-10,https://bringatrailer.com/listing/2006-porsche-911-carrera-4s-cabriolet-17/
y03292,2005,Boxster,43000,Fair,18000,2022-05-10,https://bringatrailer.com/listing/2005-porsche-boxster-37/
y03293,1978,911,97000,Fair,52500,2022-05-10,https://bringatrailer.com/listing/1978-porsche-911sc-3-0-targa-2/
y03294,2019,911,5600,Excellent,660000,2022-05-11,https://bringatrailer.com/listing/2018-porsche-gt3-r/
y03295,1985,944,36000,Fair,39250,2022-05-11,https://bringatrailer.com/listing/1985-porsche-944-81/
y03296,2022,911,260,Fair,289999,2022-05-11,https://bringatrailer.com/listing/2022-porsche-gt3-coup/
y03297,1995,911,38000,Fair,65500,2022-05-11,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-70/
y03298,2006,911,20000,Fair,68500,2022-05-11,https://bringatrailer.com/listing/2006-porsche-911-carrera-4s-cabriolet-18/
y03299,2000,911,32000,Fair,38000,2022-05-11,https://bringatrailer.com/listing/2000-porsche-911-carrera-4-cabriolet-5/
y03300,2000,911,76000,Fair,31500,2022-05-12,https://bringatrailer.com/listing/2000-porsche-911-carrera-185/
y03301,1970,911,92000,Fair,76500,2022-05-12,https://bringatrailer.com/listing/1970-porsche-911t-targa-25/
y03302,1990,911,67000,Fair,94500,2022-05-12,https://bringatrailer.com/listing/1990-porsche-911-carrera-2-coupe-8/
y03303,2001,911,99000,Fair,53911,2022-05-12,https://bringatrailer.com/listing/2001-porsche-911-turbo-190/
y03304,2009,911,125000,Fair,31000,2022-05-12,https://bringatrailer.com/listing/2009-porsche-cayenne-gts-55/
y03305,2017,911,9000,Fair,115900,2022-05-12,https://bringatrailer.com/listing/2017-porsche-911-carrera-s-13/
y03306,2006,911,19000,Fair,66000,2022-05-12,https://bringatrailer.com/listing/2006-porsche-911-carrera-s-coupe-8/
y03307,2016,911,102000,Fair,38000,2022-05-12,https://bringatrailer.com/listing/2016-porsche-cayenne-diesel-2/
y03308,2015,911,31000,Fair,136000,2022-05-12,https://bringatrailer.com/listing/2015-porsche-911-66/
y03309,2018,911,8000,Fair,194000,2022-05-12,https://bringatrailer.com/listing/2018-porsche-911-gt3-5/
y03310,1971,911,18000,Fair,185000,2022-05-13,https://bringatrailer.com/listing/1971-porsche-911s-13/
y03311,2003,911,55000,Fair,39250,2022-05-13,https://bringatrailer.com/listing/2003-porsche-911-carrera-6-2/
y03312,1973,914,85000,Fair,17750,2022-05-13,https://bringatrailer.com/listing/1973-porsche-914-66/
y03313,1992,911,64000,Fair,45000,2022-05-13,https://bringatrailer.com/listing/1992-porsche-911-carrera-2-cabriolet-4/
y03314,,550,9000,Fair,52000,2022-05-13,https://bringatrailer.com/listing/1955-beck-porsche-550-spyder/
y03315,2018,911,6000,Fair,151151,2022-05-13,https://bringatrailer.com/listing/2018-porsche-911-gts-22/
y03316,2003,911,13000,Fair,90000,2022-05-13,https://bringatrailer.com/listing/2003-porsche-911-turbo-118/
y03317,2000,Boxster,55000,Fair,19500,2022-05-13,https://bringatrailer.com/listing/2000-porsche-boxster-74/
y03318,2014,Cayman,32000,Fair,54000,2022-05-13,https://bringatrailer.com/listing/2014-porsche-cayman-s-30/
y03319,1995,911,73000,Fair,72500,2022-05-13,https://bringatrailer.com/listing/1995-porsche-911-carrera-coupe-9/
y03320,1977,911,116000,Fair,80077,2022-05-13,https://bringatrailer.com/listing/1977-porsche-911s-44/
y03321,1980,911,135000,Fair,88911,2022-05-14,https://bringatrailer.com/listing/1980-porsche-911sc-68/
y03322,2012,911,65000,Fair,76000,2022-05-14,https://bringatrailer.com/listing/2012-porsche-911-carrera-s-44/
y03323,1995,911,62000,Fair,59000,2022-05-14,https://bringatrailer.com/listing/1995-porsche-911-carrera-cabriolet-74/
y03324,2004,911,144000,Fair,23750,2022-05-14,https://bringatrailer.com/listing/2004-porsche-cayenne-13/
y03325,1999,911,92000,Fair,22029,2022-05-14,https://bringatrailer.com/listing/1999-porsche-911-carrera-286/
y03326,1967,912,22000,Fair,57912,2022-05-14,https://bringatrailer.com/listing/1967-porsche-912-coupe-34/
y03327,2008,Boxster,16000,Fair,41750,2022-05-14,https://bringatrailer.com/listing/2008-porsche-boxster-rs-60-spyder-5/
y03328,1987,928,33000,Fair,50500,2022-05-14,https://bringatrailer.com/listing/1987-porsche-928-s4-106/
y03329,2017,911,22000,Fair,127000,2022-05-14,https://bringatrailer.com/listing/2017-porsche-911-targa-4s-2/
y03330,1976,914,7000,Fair,24000,2022-05-14,https://bringatrailer.com/listing/1976-porsche-914-53/
y03331,2003,Boxster,100000,Fair,18000,2022-05-14,https://bringatrailer.com/listing/2003-porsche-boxster-44/
y03332,2017,911,17000,Fair,110000,2022-05-15,https://bringatrailer.com/listing/2017-porsche-911-carrera-c4s-13/
y03333,2021,911,2100,Fair,271500,2022-05-15,https://bringatrailer.com/listing/2021-porsche-911-turbo-6/
y03334,2000,911,14000,Fair,33000,2022-05-15,https://bringatrailer.com/listing/2000-porsche-911-carrera-4-cabriolet-3/
y03335,2008,911,25000,Fair,116000,2022-05-15,https://bringatrailer.com/listing/2008-porsche-911-turbo-38/
y03336,2007,911,33000,Fair,63500,2022-05-15,https://bringatrailer.com/listing/2007-porsche-911-carrera-4s-coupe-2/
y03337,2015,911,11000,Fair,156000,2022-05-16,https://bringatrailer.com/listing/2015-porsche-911-turbo-s-coupe-2/
y03338,2021,911,208,Fair,245000,2022-05-16,https://bringatrailer.com/listing/2021-porsche-911-targa-4s-7/
y03339,1987,928,115000,Fair,33000,2022-05-16,https://bringatrailer.com/listing/1987-porsche-928-s4-110/
y03340,2003,911,71000,Fair,36000,2022-05-16,https://bringatrailer.com/listing/2003-porsche-911-carrera-targa-6/
y03341,2010,911,41000,Fair,78997,2022-05-16,https://bringatrailer.com/listing/2010-porsche-911-turbo-coupe-7/
y03342,2001,911,81000,Fair,50500,2022-05-16,https://bringatrailer.com/listing/2001-porsche-911-turbo-186/
y03343,1960,356,73000,Fair,132000,2022-05-16,https://bringatrailer.com/listing/1960-porsche-356b-cabriolet-13/
y03344,1998,Boxster,29000,Fair,17000,2022-05-16,https://bringatrailer.com/listing/1998-porsche-boxster-60/
y03345,2006,911,21000,Fair,50911,2022-05-16,https://bringatrailer.com/listing/2006-porsche-911-carrera-cabriolet-16/
y03346,1977,911,51000,Fair,68000,2022-05-17,https://bringatrailer.com/listing/1974-porsche-911-71/
y03347,1994,968,50000,Fair,25800,2022-05-17,https://bringatrailer.com/listing/1994-porsche-968-cabriolet-34/
y03348,2002,911,31000,Fair,33250,2022-05-17,https://bringatrailer.com/listing/2002-porsche-911-carrera-cabriolet-24/
y03349,2003,911,40000,Fair,27300,2022-05-17,https://bringatrailer.com/listing/2003-porsche-911-carrera-targa-5/
y03350,2012,911,62000,Fair,95500,2022-05-17,https://bringatrailer.com/listing/2012-porsche-911-turbo-coupe-3/
y03351,1992,911,50000,Fair,70500,2022-05-17,https://bringatrailer.com/listing/1992-porsche-911-carrera-2-targa/
y03352,2008,911,90000,Fair,22500,2022-05-17,https://bringatrailer.com/listing/2008-porsche-cayenne-s-21/
y03353,2000,Boxster,33000,Fair,19000,2022-05-17,https://bringatrailer.com/listing/2000-porsche-boxster-s-85/
y03354,2006,Cayman,18000,Fair,36500,2022-05-17,https://bringatrailer.com/listing/2006-porsche-cayman-s-140/
y03355,2019,911,4500,Fair,151000,2022-05-17,https://bringatrailer.com/listing/2019-porsche-911-carrera-4-gts-cabriolet/
y03356,1980,911,61000,Fair,66000,2022-05-18,https://bringatrailer.com/listing/1980-porsche-911sc-70/
y03357,1969,912,98000,Fair,59000,2022-05-18,https://bringatrailer.com/listing/1969-porsche-912-83/
y03358,1986,911,55000,Fair,166911,2022-05-18,https://bringatrailer.com/listing/1986-porsche-911-turbo-coupe/
y03359,2002,911,51000,Fair,64000,2022-05-18,https://bringatrailer.com/listing/2002-porsche-911-turbo-126/
y03360,2000,Boxster,48000,Fair,20000,2022-05-18,https://bringatrailer.com/listing/2000-porsche-boxster-s-82/
y03361,1999,911,81000,Fair,35250,2022-05-18,https://bringatrailer.com/listing/1999-porsche-911-carrera-284/
y03362,2010,911,25000,Fair,72000,2022-05-18,https://bringatrailer.com/listing/2010-porsche-911-carrera-4s-cabriolet/
y03363,1965,356,46000,Fair,112000,2022-05-19,https://bringatrailer.com/listing/1965-porsche-356c-cabriolet-12/
y03364,2018,911,2700,Fair,236000,2022-05-19,https://bringatrailer.com/listing/2018-porsche-gt3-117/
y03365,2002,911,100000,Fair,34750,2022-05-19,https://bringatrailer.com/listing/2002-porsche-911-carrera-4-9/
y03366,1985,944,19000,Fair,28750,2022-05-19,https://bringatrailer.com/listing/1985-porsche-944-83/
y03367,1972,911,38000,Fair,105000,2022-05-19,https://bringatrailer.com/listing/1972-porsche-911t-61/
y03368,1980,911,,Fair,75000,2022-05-19,https://bringatrailer.com/listing/1980-interscope-parnelli-porsche/
y03369,1991,911,16000,Fair,86500,2022-05-19,https://bringatrailer.com/listing/1991-porsche-911-carrera-4-cabriolet-12/
y03370,2008,911,164000,Fair,28000,2022-05-19,https://bringatrailer.com/listing/2008-porsche-cayenne-gts-6-speed-manual-2/
y03371,2016,911,36000,Fair,50000,2022-05-19,https://bringatrailer.com/listing/2016-porsche-cayenne-diesel-3/
y03372,1996,911,833,Fair,275000,2022-05-19,https://bringatrailer.com/listing/1996-porsche-911-turbo-85/
y03373,2008,911,15000,Fair,250000,2022-05-20,https://bringatrailer.com/listing/2008-porsche-911-gt3-rs-19/
