id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p00865,2005,911,11000,Excellent,1389000,1262500,yes,"[""project/data/images/p00865_image_1.jpg"", ""project/data/images/p00865_image_2.jpg"", ""project/data/images/p00865_image_3.jpg"", ""project/data/images/p00865_image_4.jpg"", ""project/data/images/p00865_image_5.jpg"", ""project/data/images/p00865_image_6.jpg"", ""project/data/images/p00865_image_7.jpg"", ""project/data/images/p00865_image_8.jpg"", ""project/data/images/p00865_image_9.jpg"", ""project/data/images/p00865_image_10.jpg"", ""project/data/images/p00865_image_11.jpg"", ""project/data/images/p00865_image_12.jpg""]",project/data/descriptions/p00865_seller_description.txt,https://bringatrailer.com/listing/2005-porsche-carrera-gt-30/
p00866,2016,Cayman,49000,Fair,47000,64500,no,"[""project/data/images/p00866_image_1.jpg"", ""project/data/images/p00866_image_2.jpg"", ""project/data/images/p00866_image_3.jpg"", ""project/data/images/p00866_image_4.jpg"", ""project/data/images/p00866_image_5.jpg"", ""project/data/images/p00866_image_6.jpg"", ""project/data/images/p00866_image_7.jpg"", ""project/data/images/p00866_image_8.jpg"", ""project/data/images/p00866_image_9.jpg"", ""project/data/images/p00866_image_10.jpg"", ""project/data/images/p00866_image_11.jpg"", ""project/data/images/p00866_image_12.jpg""]",project/data/descriptions/p00866_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-cayman-s-18/
p00867,2017,Boxster,38000,Fair,46000,54000,no,"[""project/data/images/p00867_image_1.jpg"", ""project/data/images/p00867_image_2.jpg"", ""project/data/images/p00867_image_3.jpg"", ""project/data/images/p00867_image_4.jpg"", ""project/data/images/p00867_image_5.jpg"", ""project/data/images/p00867_image_6.jpg"", ""project/data/images/p00867_image_7.jpg"", ""project/data/images/p00867_image_8.jpg"", ""project/data/images/p00867_image_9.jpg"", ""project/data/images/p00867_image_10.jpg"", ""project/data/images/p00867_image_11.jpg"", ""project/data/images/p00867_image_12.jpg""]",project/data/descriptions/p00867_seller_description.txt,https://bringatrailer.com/listing/2017-porsche-718-boxster-s-13/
p00868,1973,911,72000,Fair,73911,137000,no,"[""project/data/images/p00868_image_1.jpg"", ""project/data/images/p00868_image_2.jpg"", ""project/data/images/p00868_image_3.jpg"", ""project/data/images/p00868_image_4.jpg"", ""project/data/images/p00868_image_5.jpg"", ""project/data/images/p00868_image_6.jpg"", ""project/data/images/p00868_image_7.jpg"", ""project/data/images/p00868_image_8.jpg"", ""project/data/images/p00868_image_9.jpg"", ""project/data/images/p00868_image_10.jpg"", ""project/data/images/p00868_image_11.jpg"", ""project/data/images/p00868_image_12.jpg""]",project/data/descriptions/p00868_seller_description.txt,https://bringatrailer.com/listing/1973-porsche-911t-coupe-35/
p00869,2006,Cayman,34000,Fair,34000,34000,no,"[""project/data/images/p00869_image_1.jpg"", ""project/data/images/p00869_image_2.jpg"", ""project/data/images/p00869_image_3.jpg"", ""project/data/images/p00869_image_4.jpg"", ""project/data/images/p00869_image_5.jpg"", ""project/data/images/p00869_image_6.jpg"", ""project/data/images/p00869_image_7.jpg"", ""project/data/images/p00869_image_8.jpg"", ""project/data/images/p00869_image_9.jpg"", ""project/data/images/p00869_image_10.jpg"", ""project/data/images/p00869_image_11.jpg"", ""project/data/images/p00869_image_12.jpg""]",project/data/descriptions/p00869_seller_description.txt,https://bringatrailer.com/listing/2006-porsche-cayman-s-259/
p00870,1983,911,54000,Fair,62500,49000,yes,"[""project/data/images/p00870_image_1.jpg"", ""project/data/images/p00870_image_2.jpg"", ""project/data/images/p00870_image_3.jpg"", ""project/data/images/p00870_image_4.jpg"", ""project/data/images/p00870_image_5.jpg"", ""project/data/images/p00870_image_6.jpg"", ""project/data/images/p00870_image_7.jpg"", ""project/data/images/p00870_image_8.jpg"", ""project/data/images/p00870_image_9.jpg"", ""project/data/images/p00870_image_10.jpg"", ""project/data/images/p00870_image_11.jpg"", ""project/data/images/p00870_image_12.jpg""]",project/data/descriptions/p00870_seller_description.txt,https://bringatrailer.com/listing/1983-porsche-911sc-152/
p00871,2019,911,25,Excellent,543000,261000,yes,"[""project/data/images/p00871_image_1.jpg"", ""project/data/images/p00871_image_2.jpg"", ""project/data/images/p00871_image_3.jpg"", ""project/data/images/p00871_image_4.jpg"", ""project/data/images/p00871_image_5.jpg"", ""project/data/images/p00871_image_6.jpg"", ""project/data/images/p00871_image_7.jpg"", ""project/data/images/p00871_image_8.jpg"", ""project/data/images/p00871_image_9.jpg"", ""project/data/images/p00871_image_10.jpg"", ""project/data/images/p00871_image_11.jpg"", ""project/data/images/p00871_image_12.jpg""]",project/data/descriptions/p00871_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-911-speedster-87/
p00872,1957,356,58000,Excellent,342000,325000,yes,"[""project/data/images/p00872_image_1.jpg"", ""project/data/images/p00872_image_2.jpg"", ""project/data/images/p00872_image_3.jpg"", ""project/data/images/p00872_image_4.jpg"", ""project/data/images/p00872_image_5.jpg"", ""project/data/images/p00872_image_6.jpg"", ""project/data/images/p00872_image_7.jpg"", ""project/data/images/p00872_image_8.jpg"", ""project/data/images/p00872_image_9.jpg"", ""project/data/images/p00872_image_10.jpg"", ""project/data/images/p00872_image_11.jpg"", ""project/data/images/p00872_image_12.jpg""]",project/data/descriptions/p00872_seller_description.txt,https://bringatrailer.com/listing/1957-porsche-356a-speedster-43/
p00873,1989,911,1300,Excellent,285000,225000,yes,"[""project/data/images/p00873_image_1.jpg"", ""project/data/images/p00873_image_2.jpg"", ""project/data/images/p00873_image_3.jpg"", ""project/data/images/p00873_image_4.jpg"", ""project/data/images/p00873_image_5.jpg"", ""project/data/images/p00873_image_6.jpg"", ""project/data/images/p00873_image_7.jpg"", ""project/data/images/p00873_image_8.jpg"", ""project/data/images/p00873_image_9.jpg"", ""project/data/images/p00873_image_10.jpg"", ""project/data/images/p00873_image_11.jpg"", ""project/data/images/p00873_image_12.jpg""]",project/data/descriptions/p00873_seller_description.txt,https://bringatrailer.com/listing/1989-porsche-911-speedster-87/
p00874,1981,928,60000,Fair,25111,18750,yes,"[""project/data/images/p00874_image_1.jpg"", ""project/data/images/p00874_image_2.jpg"", ""project/data/images/p00874_image_3.jpg"", ""project/data/images/p00874_image_4.jpg"", ""project/data/images/p00874_image_5.jpg"", ""project/data/images/p00874_image_6.jpg"", ""project/data/images/p00874_image_7.jpg"", ""project/data/images/p00874_image_8.jpg"", ""project/data/images/p00874_image_9.jpg"", ""project/data/images/p00874_image_10.jpg"", ""project/data/images/p00874_image_11.jpg"", ""project/data/images/p00874_image_12.jpg""]",project/data/descriptions/p00874_seller_description.txt,https://bringatrailer.com/listing/1981-porsche-928-59/
p00875,1959,356,24000,Excellent,200000,318000,no,"[""project/data/images/p00875_image_1.jpg"", ""project/data/images/p00875_image_2.jpg"", ""project/data/images/p00875_image_3.jpg"", ""project/data/images/p00875_image_4.jpg"", ""project/data/images/p00875_image_5.jpg"", ""project/data/images/p00875_image_6.jpg"", ""project/data/images/p00875_image_7.jpg"", ""project/data/images/p00875_image_8.jpg"", ""project/data/images/p00875_image_9.jpg"", ""project/data/images/p00875_image_10.jpg"", ""project/data/images/p00875_image_11.jpg"", ""project/data/images/p00875_image_12.jpg""]",project/data/descriptions/p00875_seller_description.txt,https://bringatrailer.com/listing/1959-porsche-356a-coupe-10/
p00876,2014,Boxster,32000,Fair,32251,65000,no,"[""project/data/images/p00876_image_1.jpg"", ""project/data/images/p00876_image_2.jpg"", ""project/data/images/p00876_image_3.jpg"", ""project/data/images/p00876_image_4.jpg"", ""project/data/images/p00876_image_5.jpg"", ""project/data/images/p00876_image_6.jpg"", ""project/data/images/p00876_image_7.jpg"", ""project/data/images/p00876_image_8.jpg"", ""project/data/images/p00876_image_9.jpg"", ""project/data/images/p00876_image_10.jpg"", ""project/data/images/p00876_image_11.jpg"", ""project/data/images/p00876_image_12.jpg""]",project/data/descriptions/p00876_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-boxster-39/
p00877,2005,911,60000,Fair,47250,38250,yes,"[""project/data/images/p00877_image_1.jpg"", ""project/data/images/p00877_image_2.jpg"", ""project/data/images/p00877_image_3.jpg"", ""project/data/images/p00877_image_4.jpg"", ""project/data/images/p00877_image_5.jpg"", ""project/data/images/p00877_image_6.jpg"", ""project/data/images/p00877_image_7.jpg"", ""project/data/images/p00877_image_8.jpg"", ""project/data/images/p00877_image_9.jpg"", ""project/data/images/p00877_image_10.jpg"", ""project/data/images/p00877_image_11.jpg"", ""project/data/images/p00877_image_12.jpg""]",project/data/descriptions/p00877_seller_description.txt,https://bringatrailer.com/listing/2005-porsche-911-carrera-s-coupe-73/
p00878,2011,911,1600,Excellent,512000,356356,yes,"[""project/data/images/p00878_image_1.jpg"", ""project/data/images/p00878_image_2.jpg"", ""project/data/images/p00878_image_3.jpg"", ""project/data/images/p00878_image_4.jpg"", ""project/data/images/p00878_image_5.jpg"", ""project/data/images/p00878_image_6.jpg"", ""project/data/images/p00878_image_7.jpg"", ""project/data/images/p00878_image_8.jpg"", ""project/data/images/p00878_image_9.jpg"", ""project/data/images/p00878_image_10.jpg"", ""project/data/images/p00878_image_11.jpg"", ""project/data/images/p00878_image_12.jpg""]",project/data/descriptions/p00878_seller_description.txt,https://bringatrailer.com/listing/2011-porsche-911-gt3-rs-39/
p00879,1976,911,32000,Fair,67000,133271,no,"[""project/data/images/p00879_image_1.jpg"", ""project/data/images/p00879_image_2.jpg"", ""project/data/images/p00879_image_3.jpg"", ""project/data/images/p00879_image_4.jpg"", ""project/data/images/p00879_image_5.jpg"", ""project/data/images/p00879_image_6.jpg"", ""project/data/images/p00879_image_7.jpg"", ""project/data/images/p00879_image_8.jpg"", ""project/data/images/p00879_image_9.jpg"", ""project/data/images/p00879_image_10.jpg"", ""project/data/images/p00879_image_11.jpg"", ""project/data/images/p00879_image_12.jpg""]",project/data/descriptions/p00879_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-911s-coupe-25/
p00880,1986,944,91000,Fair,19250,23750,no,"[""project/data/images/p00880_image_1.jpg"", ""project/data/images/p00880_image_2.jpg"", ""project/data/images/p00880_image_3.jpg"", ""project/data/images/p00880_image_4.jpg"", ""project/data/images/p00880_image_5.jpg"", ""project/data/images/p00880_image_6.jpg"", ""project/data/images/p00880_image_7.jpg"", ""project/data/images/p00880_image_8.jpg"", ""project/data/images/p00880_image_9.jpg"", ""project/data/images/p00880_image_10.jpg"", ""project/data/images/p00880_image_11.jpg"", ""project/data/images/p00880_image_12.jpg""]",project/data/descriptions/p00880_seller_description.txt,https://bringatrailer.com/listing/1986-porsche-944-turbo-361/
p00881,1999,911,69000,Fair,50000,25500,yes,"[""project/data/images/p00881_image_1.jpg"", ""project/data/images/p00881_image_2.jpg"", ""project/data/images/p00881_image_3.jpg"", ""project/data/images/p00881_image_4.jpg"", ""project/data/images/p00881_image_5.jpg"", ""project/data/images/p00881_image_6.jpg"", ""project/data/images/p00881_image_7.jpg"", ""project/data/images/p00881_image_8.jpg"", ""project/data/images/p00881_image_9.jpg"", ""project/data/images/p00881_image_10.jpg"", ""project/data/images/p00881_image_11.jpg"", ""project/data/images/p00881_image_12.jpg""]",project/data/descriptions/p00881_seller_description.txt,https://bringatrailer.com/listing/1999-porsche-911-carrera-4-coupe-18/
p00882,1967,911,3000,Excellent,275000,120000,yes,"[""project/data/images/p00882_image_1.jpg"", ""project/data/images/p00882_image_2.jpg"", ""project/data/images/p00882_image_3.jpg"", ""project/data/images/p00882_image_4.jpg"", ""project/data/images/p00882_image_5.jpg"", ""project/data/images/p00882_image_6.jpg"", ""project/data/images/p00882_image_7.jpg"", ""project/data/images/p00882_image_8.jpg"", ""project/data/images/p00882_image_9.jpg"", ""project/data/images/p00882_image_10.jpg"", ""project/data/images/p00882_image_11.jpg"", ""project/data/images/p00882_image_12.jpg""]",project/data/descriptions/p00882_seller_description.txt,https://bringatrailer.com/listing/1967-porsche-911s-11/
p00883,2015,911,38000,Fair,111000,99000,yes,"[""project/data/images/p00883_image_1.jpg"", ""project/data/images/p00883_image_2.jpg"", ""project/data/images/p00883_image_3.jpg"", ""project/data/images/p00883_image_4.jpg"", ""project/data/images/p00883_image_5.jpg"", ""project/data/images/p00883_image_6.jpg"", ""project/data/images/p00883_image_7.jpg"", ""project/data/images/p00883_image_8.jpg"", ""project/data/images/p00883_image_9.jpg"", ""project/data/images/p00883_image_10.jpg"", ""project/data/images/p00883_image_11.jpg"", ""project/data/images/p00883_image_12.jpg""]",project/data/descriptions/p00883_seller_description.txt,https://bringatrailer.com/listing/2015-porsche-911-turbo-s-coupe-24/
p00884,1961,356,70000,Excellent,190000,190500,no,"[""project/data/images/p00884_image_1.jpg"", ""project/data/images/p00884_image_2.jpg"", ""project/data/images/p00884_image_3.jpg"", ""project/data/images/p00884_image_4.jpg"", ""project/data/images/p00884_image_5.jpg"", ""project/data/images/p00884_image_6.jpg"", ""project/data/images/p00884_image_7.jpg"", ""project/data/images/p00884_image_8.jpg"", ""project/data/images/p00884_image_9.jpg"", ""project/data/images/p00884_image_10.jpg"", ""project/data/images/p00884_image_11.jpg"", ""project/data/images/p00884_image_12.jpg""]",project/data/descriptions/p00884_seller_description.txt,https://bringatrailer.com/listing/1961-porsche-356b-roadster-15/
p00885,1975,911,101000,Fair,107000,68000,yes,"[""project/data/images/p00885_image_1.jpg"", ""project/data/images/p00885_image_2.jpg"", ""project/data/images/p00885_image_3.jpg"", ""project/data/images/p00885_image_4.jpg"", ""project/data/images/p00885_image_5.jpg"", ""project/data/images/p00885_image_6.jpg"", ""project/data/images/p00885_image_7.jpg"", ""project/data/images/p00885_image_8.jpg"", ""project/data/images/p00885_image_9.jpg"", ""project/data/images/p00885_image_10.jpg"", ""project/data/images/p00885_image_11.jpg"", ""project/data/images/p00885_image_12.jpg""]",project/data/descriptions/p00885_seller_description.txt,https://bringatrailer.com/listing/1975-porsche-911s-coupe-31/
p00886,2014,Boxster,23000,Fair,49750,48125,yes,"[""project/data/images/p00886_image_1.jpg"", ""project/data/images/p00886_image_2.jpg"", ""project/data/images/p00886_image_3.jpg"", ""project/data/images/p00886_image_4.jpg"", ""project/data/images/p00886_image_5.jpg"", ""project/data/images/p00886_image_6.jpg"", ""project/data/images/p00886_image_7.jpg"", ""project/data/images/p00886_image_8.jpg"", ""project/data/images/p00886_image_9.jpg"", ""project/data/images/p00886_image_10.jpg"", ""project/data/images/p00886_image_11.jpg"", ""project/data/images/p00886_image_12.jpg""]",project/data/descriptions/p00886_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-boxster-s-31/
p00887,1971,911,57000,Fair,110000,135000,no,"[""project/data/images/p00887_image_1.jpg"", ""project/data/images/p00887_image_2.jpg"", ""project/data/images/p00887_image_3.jpg"", ""project/data/images/p00887_image_4.jpg"", ""project/data/images/p00887_image_5.jpg"", ""project/data/images/p00887_image_6.jpg"", ""project/data/images/p00887_image_7.jpg"", ""project/data/images/p00887_image_8.jpg"", ""project/data/images/p00887_image_9.jpg"", ""project/data/images/p00887_image_10.jpg"", ""project/data/images/p00887_image_11.jpg"", ""project/data/images/p00887_image_12.jpg""]",project/data/descriptions/p00887_seller_description.txt,https://bringatrailer.com/listing/1971-porsche-911e-coupe/
p00888,1958,958,25,Fair,19000,insufficient_data,no,"[""project/data/images/p00888_image_1.jpg"", ""project/data/images/p00888_image_2.jpg"", ""project/data/images/p00888_image_3.jpg"", ""project/data/images/p00888_image_4.jpg"", ""project/data/images/p00888_image_5.jpg"", ""project/data/images/p00888_image_6.jpg"", ""project/data/images/p00888_image_7.jpg"", ""project/data/images/p00888_image_8.jpg"", ""project/data/images/p00888_image_9.jpg"", ""project/data/images/p00888_image_10.jpg"", ""project/data/images/p00888_image_11.jpg"", ""project/data/images/p00888_image_12.jpg""]",project/data/descriptions/p00888_seller_description.txt,https://bringatrailer.com/listing/1958-porsche-218-tractor-standard/
p00889,,911,25,Fair,2400,,no,,project/data/descriptions/p00889_seller_description.txt,https://bringatrailer.com/listing/fuchs-wheels-for-porsche-11/
p00890,2021,Boxster,4800,Fair,113000,125000,no,"[""project/data/images/p00890_image_1.jpg"", ""project/data/images/p00890_image_2.jpg"", ""project/data/images/p00890_image_3.jpg"", ""project/data/images/p00890_image_4.jpg"", ""project/data/images/p00890_image_5.jpg"", ""project/data/images/p00890_image_6.jpg"", ""project/data/images/p00890_image_7.jpg"", ""project/data/images/p00890_image_8.jpg"", ""project/data/images/p00890_image_9.jpg"", ""project/data/images/p00890_image_10.jpg"", ""project/data/images/p00890_image_11.jpg"", ""project/data/images/p00890_image_12.jpg""]",project/data/descriptions/p00890_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-718-spyder-25-2/
p00891,2011,911,41000,Fair,113000,61500,yes,"[""project/data/images/p00891_image_1.jpg"", ""project/data/images/p00891_image_2.jpg"", ""project/data/images/p00891_image_3.jpg"", ""project/data/images/p00891_image_4.jpg"", ""project/data/images/p00891_image_5.jpg"", ""project/data/images/p00891_image_6.jpg"", ""project/data/images/p00891_image_7.jpg"", ""project/data/images/p00891_image_8.jpg"", ""project/data/images/p00891_image_9.jpg"", ""project/data/images/p00891_image_10.jpg"", ""project/data/images/p00891_image_11.jpg"", ""project/data/images/p00891_image_12.jpg""]",project/data/descriptions/p00891_seller_description.txt,https://bringatrailer.com/listing/2011-porsche-911-turbo-s-coupe-54/
p00892,1965,356,19000,Fair,108500,107356,yes,"[""project/data/images/p00892_image_1.jpg"", ""project/data/images/p00892_image_2.jpg"", ""project/data/images/p00892_image_3.jpg"", ""project/data/images/p00892_image_4.jpg"", ""project/data/images/p00892_image_5.jpg"", ""project/data/images/p00892_image_6.jpg"", ""project/data/images/p00892_image_7.jpg"", ""project/data/images/p00892_image_8.jpg"", ""project/data/images/p00892_image_9.jpg"", ""project/data/images/p00892_image_10.jpg"", ""project/data/images/p00892_image_11.jpg"", ""project/data/images/p00892_image_12.jpg""]",project/data/descriptions/p00892_seller_description.txt,https://bringatrailer.com/listing/1965-porsche-356c-60/
p00893,1965,356,10000,Fair,140000,89000,yes,"[""project/data/images/p00893_image_1.jpg"", ""project/data/images/p00893_image_2.jpg"", ""project/data/images/p00893_image_3.jpg"", ""project/data/images/p00893_image_4.jpg"", ""project/data/images/p00893_image_5.jpg"", ""project/data/images/p00893_image_6.jpg"", ""project/data/images/p00893_image_7.jpg"", ""project/data/images/p00893_image_8.jpg"", ""project/data/images/p00893_image_9.jpg"", ""project/data/images/p00893_image_10.jpg"", ""project/data/images/p00893_image_11.jpg"", ""project/data/images/p00893_image_12.jpg""]",project/data/descriptions/p00893_seller_description.txt,https://bringatrailer.com/listing/1965-porsche-356c-63/
p00894,2016,911,85000,Fair,24958,42500,no,"[""project/data/images/p00894_image_1.jpg"", ""project/data/images/p00894_image_2.jpg"", ""project/data/images/p00894_image_3.jpg"", ""project/data/images/p00894_image_4.jpg"", ""project/data/images/p00894_image_5.jpg"", ""project/data/images/p00894_image_6.jpg"", ""project/data/images/p00894_image_7.jpg"", ""project/data/images/p00894_image_8.jpg"", ""project/data/images/p00894_image_9.jpg"", ""project/data/images/p00894_image_10.jpg"", ""project/data/images/p00894_image_11.jpg"", ""project/data/images/p00894_image_12.jpg""]",project/data/descriptions/p00894_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-cayenne-s-19/
p00895,,911,25,Fair,2500,,no,,project/data/descriptions/p00895_seller_description.txt,https://bringatrailer.com/listing/porsche-cup-1-12/
p00896,,911,9,Excellent,130000,,no,,project/data/descriptions/p00896_seller_description.txt,https://bringatrailer.com/listing/1969-porsche-917/
p00897,1994,911,16000,Excellent,178500,238000,no,"[""project/data/images/p00897_image_1.jpg"", ""project/data/images/p00897_image_2.jpg"", ""project/data/images/p00897_image_3.jpg"", ""project/data/images/p00897_image_4.jpg"", ""project/data/images/p00897_image_5.jpg"", ""project/data/images/p00897_image_6.jpg"", ""project/data/images/p00897_image_7.jpg"", ""project/data/images/p00897_image_8.jpg"", ""project/data/images/p00897_image_9.jpg"", ""project/data/images/p00897_image_10.jpg"", ""project/data/images/p00897_image_11.jpg"", ""project/data/images/p00897_image_12.jpg""]",project/data/descriptions/p00897_seller_description.txt,https://bringatrailer.com/listing/1994-porsche-911-speedster-38/
p00898,1989,911,24000,Excellent,187000,201000,no,"[""project/data/images/p00898_image_1.jpg"", ""project/data/images/p00898_image_2.jpg"", ""project/data/images/p00898_image_3.jpg"", ""project/data/images/p00898_image_4.jpg"", ""project/data/images/p00898_image_5.jpg"", ""project/data/images/p00898_image_6.jpg"", ""project/data/images/p00898_image_7.jpg"", ""project/data/images/p00898_image_8.jpg"", ""project/data/images/p00898_image_9.jpg"", ""project/data/images/p00898_image_10.jpg"", ""project/data/images/p00898_image_11.jpg"", ""project/data/images/p00898_image_12.jpg""]",project/data/descriptions/p00898_seller_description.txt,https://bringatrailer.com/listing/1989-porsche-911-speedster-92-2/
p00899,2019,911,143,Excellent,457000,356000,yes,"[""project/data/images/p00899_image_1.jpg"", ""project/data/images/p00899_image_2.jpg"", ""project/data/images/p00899_image_3.jpg"", ""project/data/images/p00899_image_4.jpg"", ""project/data/images/p00899_image_5.jpg"", ""project/data/images/p00899_image_6.jpg"", ""project/data/images/p00899_image_7.jpg"", ""project/data/images/p00899_image_8.jpg"", ""project/data/images/p00899_image_9.jpg"", ""project/data/images/p00899_image_10.jpg"", ""project/data/images/p00899_image_11.jpg"", ""project/data/images/p00899_image_12.jpg""]",project/data/descriptions/p00899_seller_description.txt,https://bringatrailer.com/listing/2019-porsche-911-speedster-84/
p00900,,911,8000,Fair,3350,,no,,project/data/descriptions/p00900_seller_description.txt,https://bringatrailer.com/listing/porsche-991-gt2rs-wheels/
p00901,,911,25,Fair,1973,,no,,project/data/descriptions/p00901_seller_description.txt,https://bringatrailer.com/listing/porsche-911-carrera-rs-tool-kit/
p00902,,911,58000,Fair,3600,,no,,project/data/descriptions/p00902_seller_description.txt,https://bringatrailer.com/listing/15x6%e2%80%b3-fuchs-wheels-for-porsche-3/
p00903,1997,911,73000,Fair,66500,180993,no,"[""project/data/images/p00903_image_1.jpg"", ""project/data/images/p00903_image_2.jpg"", ""project/data/images/p00903_image_3.jpg"", ""project/data/images/p00903_image_4.jpg"", ""project/data/images/p00903_image_5.jpg"", ""project/data/images/p00903_image_6.jpg"", ""project/data/images/p00903_image_7.jpg"", ""project/data/images/p00903_image_8.jpg"", ""project/data/images/p00903_image_9.jpg"", ""project/data/images/p00903_image_10.jpg"", ""project/data/images/p00903_image_11.jpg"", ""project/data/images/p00903_image_12.jpg""]",project/data/descriptions/p00903_seller_description.txt,https://bringatrailer.com/listing/1997-porsche-911-carrera-cabriolet-125/
p00904,2023,Cayman,1900,Fair,180000,141300,yes,"[""project/data/images/p00904_image_1.jpg"", ""project/data/images/p00904_image_2.jpg"", ""project/data/images/p00904_image_3.jpg"", ""project/data/images/p00904_image_4.jpg"", ""project/data/images/p00904_image_5.jpg"", ""project/data/images/p00904_image_6.jpg"", ""project/data/images/p00904_image_7.jpg"", ""project/data/images/p00904_image_8.jpg"", ""project/data/images/p00904_image_9.jpg"", ""project/data/images/p00904_image_10.jpg"", ""project/data/images/p00904_image_11.jpg"", ""project/data/images/p00904_image_12.jpg""]",project/data/descriptions/p00904_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-718-cayman-gt4-rs-72/
p00905,2025,911,1800,Fair,143000,245000,no,"[""project/data/images/p00905_image_1.jpg"", ""project/data/images/p00905_image_2.jpg"", ""project/data/images/p00905_image_3.jpg"", ""project/data/images/p00905_image_4.jpg"", ""project/data/images/p00905_image_5.jpg"", ""project/data/images/p00905_image_6.jpg"", ""project/data/images/p00905_image_7.jpg"", ""project/data/images/p00905_image_8.jpg"", ""project/data/images/p00905_image_9.jpg"", ""project/data/images/p00905_image_10.jpg"", ""project/data/images/p00905_image_11.jpg"", ""project/data/images/p00905_image_12.jpg""]",project/data/descriptions/p00905_seller_description.txt,https://bringatrailer.com/listing/2025-porsche-911-carrera-cabriolet-8/
p00906,2018,911,67000,Fair,25780,42500,no,"[""project/data/images/p00906_image_1.jpg"", ""project/data/images/p00906_image_2.jpg"", ""project/data/images/p00906_image_3.jpg"", ""project/data/images/p00906_image_4.jpg"", ""project/data/images/p00906_image_5.jpg"", ""project/data/images/p00906_image_6.jpg"", ""project/data/images/p00906_image_7.jpg"", ""project/data/images/p00906_image_8.jpg"", ""project/data/images/p00906_image_9.jpg"", ""project/data/images/p00906_image_10.jpg"", ""project/data/images/p00906_image_11.jpg"", ""project/data/images/p00906_image_12.jpg""]",project/data/descriptions/p00906_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-macan-turbo-16/
p00907,,356,490,Fair,40000,,no,,project/data/descriptions/p00907_seller_description.txt,https://bringatrailer.com/listing/porsche-356-replica-50/
p00908,1983,911,79000,Fair,57500,55000,yes,"[""project/data/images/p00908_image_1.jpg"", ""project/data/images/p00908_image_2.jpg"", ""project/data/images/p00908_image_3.jpg"", ""project/data/images/p00908_image_4.jpg"", ""project/data/images/p00908_image_5.jpg"", ""project/data/images/p00908_image_6.jpg"", ""project/data/images/p00908_image_7.jpg"", ""project/data/images/p00908_image_8.jpg"", ""project/data/images/p00908_image_9.jpg"", ""project/data/images/p00908_image_10.jpg"", ""project/data/images/p00908_image_11.jpg"", ""project/data/images/p00908_image_12.jpg""]",project/data/descriptions/p00908_seller_description.txt,https://bringatrailer.com/listing/1983-porsche-911sc-150/
p00909,1973,911,25,Excellent,435000,58000,yes,"[""project/data/images/p00909_image_1.jpg"", ""project/data/images/p00909_image_2.jpg"", ""project/data/images/p00909_image_3.jpg"", ""project/data/images/p00909_image_4.jpg"", ""project/data/images/p00909_image_5.jpg"", ""project/data/images/p00909_image_6.jpg"", ""project/data/images/p00909_image_7.jpg"", ""project/data/images/p00909_image_8.jpg"", ""project/data/images/p00909_image_9.jpg"", ""project/data/images/p00909_image_10.jpg"", ""project/data/images/p00909_image_11.jpg"", ""project/data/images/p00909_image_12.jpg""]",project/data/descriptions/p00909_seller_description.txt,https://bringatrailer.com/listing/1973-porsche-911-carrera-rs-touring-7/
p00910,2015,Cayman,33000,Fair,45000,56505,no,"[""project/data/images/p00910_image_1.jpg"", ""project/data/images/p00910_image_2.jpg"", ""project/data/images/p00910_image_3.jpg"", ""project/data/images/p00910_image_4.jpg"", ""project/data/images/p00910_image_5.jpg"", ""project/data/images/p00910_image_6.jpg"", ""project/data/images/p00910_image_7.jpg"", ""project/data/images/p00910_image_8.jpg"", ""project/data/images/p00910_image_9.jpg"", ""project/data/images/p00910_image_10.jpg"", ""project/data/images/p00910_image_11.jpg"", ""project/data/images/p00910_image_12.jpg""]",project/data/descriptions/p00910_seller_description.txt,https://bringatrailer.com/listing/2015-porsche-cayman-14/
p00911,1976,912,169000,Fair,52500,37750,yes,"[""project/data/images/p00911_image_1.jpg"", ""project/data/images/p00911_image_2.jpg"", ""project/data/images/p00911_image_3.jpg"", ""project/data/images/p00911_image_4.jpg"", ""project/data/images/p00911_image_5.jpg"", ""project/data/images/p00911_image_6.jpg"", ""project/data/images/p00911_image_7.jpg"", ""project/data/images/p00911_image_8.jpg"", ""project/data/images/p00911_image_9.jpg"", ""project/data/images/p00911_image_10.jpg"", ""project/data/images/p00911_image_11.jpg"", ""project/data/images/p00911_image_12.jpg""]",project/data/descriptions/p00911_seller_description.txt,https://bringatrailer.com/listing/1976-porsche-912e-78/
